Plot,Date,FactorN,N_applied,FactorW,Biomass,N_Percent,Ncontent,Biomass_shoot,Npercent_shoot,N_content_shoot,Biomass_Espigas,Npercent_spikes,N_content_spikes,Yield,Grain_Npercent,Grain_Ncontent,NDSI_799_755,NDSI_800_550,NDSI_795_750,NDSI_778_752,NDSI_1650_520,WDI,NDSI_B11_B8A_convolved,GNDVI_convolved,NDSI_B8_B6_convolved,NDSI_B11_B2_convolved,NDSI_B7_B6_convolved,NDSI_B11_B3_convolved,SIF,RVI,B1_convolved,B2_convolved,B3_convolved,B4_convolved,B5_convolved,B6_convolved,B7_convolved,B8_convolved,B8A_convolved,B9_convolved,B11_convolved
14,20180515,N0,36,W2,9384.029958,0.728642658,68.37604534,7477.24063,0.53693,40.14754812,1906.789328,1.4851,28.31772831,4340.236043,1.4505,62.95512381,0.063968931,0.646544532,0.044492221,0.038667718,0.593703002,0,-0.374232121,0.712577174,0.133665704,0.486310546,0.079628906,0.695681543,0.688670223,1.305032247,0.021040935,0.03114022,0.059969271,0.046381788,0.105345376,0.273060047,0.320309407,0.357320277,0.381052228,0.389427389,0.17351526
14,20190516,N0,57,W1,6823.74,0.931140047,63.53857587,4647.18119,0.66462,30.88609563,2176.557891,1.5001,32.65054492,3602.071581,1.69,60.87500972,0.054753442,0.53161459,0.061447663,0.032936013,0.583311943,1,-0.149811929,0.592673092,0.089410888,0.489837963,0.047009431,0.681514165,0.021042072,0.918872037,0.022004449,0.0476923,0.086223923,0.100455358,0.153824367,0.281800698,0.309602212,0.337140808,0.340541843,0.337856498,0.251801712
15,20180515,N1,86,W2,9957.410595,0.755695569,75.24771061,7697.16967,0.577545,44.45461857,2260.240924,1.35945,30.72684525,5416.887307,1.4883,80.61953379,0.064795696,0.633543902,0.048960009,0.040474697,0.582545622,0,-0.375007917,0.70176073,0.150964683,0.462262827,0.088397353,0.679787761,1.026537904,0.73501691,0.021086883,0.034185945,0.065949074,0.051329143,0.110253546,0.277591476,0.331427107,0.376307062,0.39454338,0.393760336,0.179334596
15,20190516,N1,99,W1,8399.2,1.144454661,96.12503588,5508.8,0.786925,43.3501244,2890.4,1.84895,53.4420508,3878.516218,1.8351,71.17465111,0.055268926,0.534653104,0.062079514,0.033295122,0.594618956,1,-0.127117611,0.592653802,0.090544383,0.501980912,0.047719838,0.683446283,0.021792122,0.786949808,0.021902246,0.049439631,0.08717835,0.104400159,0.156954352,0.284252651,0.312741096,0.340852403,0.339500622,0.337068691,0.262922087
16,20180515,N0,36,W2,8478.366324,0.661365882,56.07302218,6686.84761,0.457365,30.58330057,1791.518714,1.40865,25.23622837,3823.707684,1.4183,54.23164609,0.058719007,0.556698062,0.041915296,0.032811521,0.587042073,0,-0.327157736,0.651587013,0.114687642,0.452194189,0.062123719,0.663578456,0.975173921,0.847248638,0.021138345,0.038241028,0.071333081,0.063522745,0.119620011,0.268560074,0.304138223,0.338141215,0.372990974,0.394864773,0.189098918
16,20190516,N0,57,W1,6328.8,0.938164239,59.37453836,4333.2,0.6346,27.4984872,1995.6,1.6453,32.8336068,3998.695766,1.52,60.78017565,0.056686888,0.547190981,0.064528213,0.035201048,0.589281564,0.807308486,-0.142029863,0.601218979,0.098970568,0.496998261,0.052308958,0.67868725,0.02318545,0.739781608,0.021831866,0.050540792,0.088722151,0.101335481,0.157550437,0.292079602,0.324322978,0.356244618,0.351470729,0.339349258,0.264048602
17,20180515,N0,36,W1,7864.262981,0.654602162,51.4796355,6107.391624,0.43994,26.86885871,1756.871357,1.40035,24.60234804,4206.254987,1.4391,60.53221551,0.06402565,0.564851388,0.042994698,0.034603757,0.599747792,0,-0.318484346,0.657262386,0.127503079,0.461029124,0.069703546,0.666271139,0.580395888,0.922903879,0.021157575,0.039565953,0.072875233,0.062769029,0.122101082,0.27268147,0.313543424,0.352378547,0.382184152,0.395766544,0.197548407
17,20190516,N0,57,W2,6906.920972,0.925917315,63.9523772,4883.66188,0.683755,33.39228229,2023.259092,1.50745,30.49961918,3759.784513,1.6,60.15655221,0.058506399,0.642247694,0.075546929,0.047134989,0.607387327,0,-0.238196729,0.696620449,0.121375225,0.547057699,0.078512026,0.741577727,0.026298495,0.940610552,0.022641853,0.033435501,0.065971616,0.059554262,0.116481062,0.289073315,0.338332192,0.368939805,0.366241513,0.343614442,0.225330899
18,20180515,N2,136,W1,12753.73315,1.143298538,145.8132446,9770.38373,0.97117,94.88703567,2983.349419,1.7008,50.74080691,6714.770402,1.6805,112.8417166,0.080882512,0.740206899,0.057163237,0.056566488,0.628051842,0,-0.419023305,0.775568513,0.195258708,0.5238663,0.125476882,0.714826827,1.354916555,1.290510568,0.021028467,0.028574882,0.053688107,0.035324697,0.0912968,0.285973711,0.368036927,0.42474839,0.419688294,0.391042214,0.171828832
18,20190516,N2,149,W2,10479.27,1.426117535,149.446707,7350.326579,1.27595,93.78649198,3128.946866,1.7693,55.3604569,4613.008862,2.2666,104.5584589,0.058185684,0.68083115,0.076611341,0.048600239,0.608688366,0.214004689,-0.272663809,0.73200115,0.128842641,0.565758141,0.084344019,0.752282388,0.029072458,0.880097697,0.022718429,0.030263796,0.059371445,0.05056246,0.110677615,0.296112042,0.350663708,0.383700942,0.374583902,0.344814468,0.214077297
19,20180515,N1,86,W1,8657.278796,0.820451131,71.02874183,6617.728784,0.631405,41.78467043,2039.550013,1.43895,29.34810491,5843.484731,1.449,84.67209375,0.068136689,0.688988635,0.044875754,0.044573595,0.587520287,0.149952106,-0.403491971,0.740403701,0.174135084,0.481636368,0.108105477,0.68998719,1.301089291,0.991840833,0.021061603,0.032046825,0.061119764,0.043298393,0.107423833,0.288220006,0.358089616,0.409763406,0.411038418,0.392150327,0.174698339
19,20190516,N1,99,W2,7806.28,1.039905541,81.17793827,5298.468776,0.77298,40.95610395,2507.807473,1.5973,40.05720877,4027.099716,1.8061,72.73344797,0.053793965,0.608948935,0.067098207,0.040186335,0.56623281,0.086935801,-0.237955907,0.659652469,0.114078323,0.493683628,0.067895835,0.688000884,0.025754098,0.788427997,0.022157232,0.042262217,0.07750593,0.075362074,0.135933412,0.300544709,0.344328944,0.377945764,0.371446828,0.344080752,0.228650197
20,20180515,N3,186,W1,13468.28732,1.758918868,236.8962469,9424.5,1.5,174.2051843,3208.7,1.8379,62.67700821,7095.462492,1.9923,141.3628992,0.089088587,0.780640037,0.067242191,0.068802225,0.629283179,0,-0.453528368,0.802380129,0.212844977,0.538935439,0.140776994,0.724775841,2.186829148,0.685841683,0.020993262,0.02558162,0.048030322,0.030234633,0.080424206,0.284306148,0.377468841,0.438057654,0.426412613,0.388102314,0.160314997
20,20190516,N3,199,W2,12164.11,1.243977712,151.3188173,8064.560119,1.00906,81.37625033,4099.554362,1.7063,69.95069608,4716.871128,2.2008,103.8088998,0.064506411,0.710320362,0.086404581,0.055969842,0.619790207,0.17895127,-0.29326287,0.756867741,0.140756748,0.582433793,0.096536847,0.772701261,0.028744186,0.858778459,0.02289247,0.026464063,0.054462158,0.04622459,0.103408228,0.296424715,0.359771864,0.393542217,0.377679965,0.345083751,0.20639304
21,20180515,N0,36,W1,6333.473738,0.650409909,41.19354077,5867.2,0.45254,22.11397511,1672.7,1.31055,18.96155353,4297.20957,1.4045,60.35430841,0.065297275,0.585174963,0.0475565,0.03886906,0.573014427,0.326468255,-0.351251138,0.669228135,0.132350662,0.446130486,0.074202772,0.659035887,0.97847881,0.702276395,0.021133918,0.037724878,0.070303174,0.060196632,0.116448247,0.271847518,0.315424748,0.354782403,0.382326516,0.392481353,0.183558693
21,20190516,N0,57,W2,8332.64,0.842820995,70.22923937,5649.547035,0.529915,29.93779717,2683.095013,1.50325,40.33362579,3769.901633,1.75,65.97327857,0.049814569,0.587176193,0.061581896,0.036384469,0.58074797,0,-0.212748367,0.644714636,0.101029081,0.500710212,0.059788479,0.705052668,0.020693441,1.321180382,0.022306777,0.040020472,0.076971753,0.075576692,0.1353911,0.290931984,0.327932979,0.356323624,0.356395867,0.341461707,0.231353211
2,20180515,N3,186,W2,14762.84732,1.50429222,222.0763636,11177.78912,1.37195,153.3536779,3585.058198,1.91885,68.79188923,7785.65998,2.2535,175.4498476,0.094004888,0.801682558,0.074169601,0.073185269,0.678495225,0.039521372,-0.439949102,0.816117873,0.215643523,0.579745961,0.142972549,0.750404923,1.645383091,0.460416025,0.020962957,0.023524883,0.043888894,0.027927865,0.074610064,0.279683209,0.372998823,0.433470102,0.42417946,0.385228754,0.164979503
2,20190516,N3,199,W1,11195.14,1.617591682,181.0916535,8036.854697,1.49095,119.8254851,3158.281042,1.94075,61.29433932,4222.017978,2.5803,108.9407299,0.071227926,0.616435731,0.084595138,0.049082338,0.627855278,0.694140643,-0.181033384,0.670319858,0.121080204,0.557092742,0.072352517,0.732638675,0.024964818,0.807508231,0.022395136,0.038603667,0.071160058,0.075484826,0.131366886,0.282654376,0.32674603,0.360531447,0.360772938,0.342293939,0.250171584
22,20180515,N1,86,W1,8814.281785,0.699630913,61.66744015,7039.6,0.51507,35.38453462,2105.2,1.35375,26.32274995,6369.522047,1.4675,93.47273604,0.070871798,0.709215788,0.057923866,0.052158744,0.591556773,0,-0.417888036,0.752087933,0.166090945,0.497554477,0.105117958,0.703599173,1.261352661,0.705637991,0.02101659,0.028269426,0.054514414,0.03848615,0.089920556,0.275521725,0.340250438,0.385273894,0.395767758,0.386657722,0.162481904
22,20190516,N1,99,W2,10229.48,1.040461166,106.4337669,7298.936593,0.764335,55.78832701,2930.545112,1.72485,50.54750737,4331.420483,1.6979,73.54318838,0.053874643,0.639810911,0.069666043,0.043171269,0.606242203,0,-0.235981661,0.694102074,0.113134519,0.543189081,0.07284069,0.741993189,0.022672124,1.273552045,0.022622067,0.032860389,0.065675792,0.061455216,0.119077138,0.289786708,0.335319905,0.363720987,0.358918817,0.341764847,0.221864585
23,20180515,N2,136,W1,14487.36278,0.908744794,131.6531551,11760.92815,0.7555,88.85381216,2726.434633,1.5645,42.65506984,6055.777527,1.6603,100.5440743,0.092603484,0.80276262,0.078363307,0.076891181,0.63687375,0,-0.465955672,0.81536625,0.212569335,0.557824951,0.143157122,0.739352325,2.302634689,0.871081525,0.020958197,0.022773879,0.043136637,0.02671861,0.070002148,0.275426164,0.367459881,0.424130449,0.417171125,0.382054422,0.151974495
23,20190516,N3,199,W2,13381.09,1.28101691,171.4140256,9571.692033,1.079995,103.3737954,3809.399863,1.79045,68.20539985,5440.077892,2.5207,137.1280434,0.067301196,0.716641324,0.091094553,0.059797741,0.639847574,0,-0.282715699,0.766551299,0.139252227,0.606077413,0.099958834,0.802183144,0.026772811,0.69834311,0.023129126,0.022224365,0.049660306,0.041599222,0.09384182,0.283922756,0.346987844,0.375789102,0.362079607,0.34198165,0.202472004
24,20180515,N3,186,W1,12783.17425,1.79989948,230.0842868,7985.1,1.7594,182.0375147,1667.1,1.94945,47.50042346,7123.838844,1.988,141.6219162,0.091846559,0.798916947,0.06118659,0.073204923,0.62480744,0.085924012,-0.466230295,0.816181454,0.220751293,0.548652582,0.148803862,0.729309981,2.200024459,0.718938894,0.020977141,0.024810388,0.046194591,0.027832694,0.081587915,0.291346589,0.393211472,0.456416188,0.435393994,0.386670288,0.158501789
24,20190516,N2,149,W2,10489.52,1.255690628,131.7159196,7566.561507,1.1118,84.12503083,2922.954972,1.62865,47.60470615,4727.320086,2.2256,105.2112358,0.061060966,0.689402828,0.081993656,0.053083899,0.62942928,0.053505728,-0.26000508,0.740314996,0.129278968,0.584645422,0.089919974,0.776771054,0.025001662,0.94940223,0.022899323,0.02660902,0.055513261,0.048966877,0.102635435,0.286850447,0.343534659,0.372029806,0.360622981,0.341706903,0.211792142
25,20180515,N2,136,W1,12991.07175,0.934170666,121.3587815,10338.78119,0.814,84.15767886,2652.29056,1.4029,37.20898427,6605.714323,1.6777,110.8240692,0.083682298,0.760255516,0.059339551,0.060022364,0.632417187,0.069533026,-0.431490624,0.788924408,0.201059436,0.534715661,0.131794401,0.722028081,1.43126283,1.183814027,0.021007825,0.027024777,0.050756531,0.032480175,0.086556776,0.2861514,0.373027487,0.430175728,0.421553107,0.389049057,0.167417718
25,20190516,N3,199,W2,10941.9,1.437909069,157.3345725,7831.937494,1.27395,99.77496771,3109.958398,1.8348,57.06151668,3974.477612,2.3772,94.48128179,0.062000258,0.696360857,0.083418394,0.054236366,0.62592203,0.280351101,-0.27722584,0.745079024,0.13552999,0.581553554,0.092856776,0.770762697,0.026785023,0.713402678,0.022829229,0.027508437,0.056220792,0.049038132,0.104908877,0.292993382,0.352976018,0.38486329,0.375496644,0.345297723,0.212491216
26,20180515,N3,186,W1,13263.58162,1.410243168,187.0487537,10156.99314,1.27685,129.6895669,3106.588478,1.84045,57.17520764,6469.726854,1.9206,124.257574,0.087655856,0.760665728,0.066959603,0.066102223,0.660873975,0.0858103,-0.415924643,0.788747771,0.207877486,0.548523872,0.135954302,0.727385389,1.528370216,1.475654202,0.021023745,0.027568076,0.050928801,0.0330953,0.083189013,0.282800861,0.37179614,0.431232275,0.423465294,0.390451613,0.17468136
26,20190516,N2,149,W2,9556.8,1.381762129,132.0522432,6770,1.219565,82.5645505,2786.8,1.73775,48.427617,3966.247522,2.1729,86.1825924,0.059187112,0.690570276,0.079657989,0.051624002,0.617357641,0.224353047,-0.274312042,0.738760831,0.133009094,0.571806768,0.090048617,0.75896228,0.027260933,0.777480991,0.022717244,0.029379727,0.058406329,0.050295917,0.107791963,0.297469617,0.356344691,0.388742003,0.3764828,0.345168142,0.214397279
27,20180515,N2,136,W1,11628.28877,1.272231717,147.9387779,9101.272776,1.1585,105.4382451,2527.015994,1.69345,42.79375235,6719.524441,1.6568,111.3290809,0.079307285,0.722076684,0.061864198,0.057522862,0.636795923,0,-0.404551126,0.762683044,0.192389649,0.519087432,0.121553755,0.712101488,1.355921993,0.946833059,0.021050584,0.02969356,0.055903077,0.037399756,0.090101468,0.281232075,0.359062256,0.41522278,0.416529181,0.391736054,0.17658441
27,20190516,N3,199,W2,10130.37,1.4787738,149.8052574,6889.869183,1.3592,93.64710194,3240.503512,1.7294,56.04126773,4186.347124,2.7236,114.0193503,0.067038712,0.718306757,0.091197098,0.060037785,0.64092412,0.321698527,-0.28349735,0.765738802,0.143909004,0.604332895,0.102315354,0.793304375,0.027752528,0.766387206,0.023013772,0.023988346,0.051328489,0.042478872,0.095118136,0.289542972,0.35554542,0.386887393,0.372820854,0.344389023,0.208124411
28,20180515,N3,186,W1,11855.39153,1.2753491,151.1976292,9137.82026,1.13295,103.5269346,2717.571273,1.7362,47.18247244,8173.323606,1.902,155.456615,0.084664425,0.73492391,0.067140821,0.062970917,0.640993605,0.163761811,-0.412565901,0.770873339,0.206668739,0.520521419,0.132371514,0.711592642,1.818845345,0.721319741,0.021057289,0.029842222,0.055847263,0.036504057,0.088238258,0.283779013,0.370369663,0.431632131,0.425867787,0.392302302,0.177102717
28,20190516,N1,99,W2,9527.25,1.255657201,119.6296007,6651.406722,1.1141,74.10332229,2875.844627,1.59025,45.73311918,4870.714474,2.0283,98.79270168,0.058894246,0.676778311,0.078330405,0.050179441,0.618710395,0,-0.259137853,0.729672553,0.122521162,0.570373214,0.084375746,0.772591484,0.024034705,0.853610394,0.022933479,0.026806454,0.057164943,0.050441473,0.105710942,0.285920726,0.338616522,0.36576616,0.35512167,0.340526761,0.208949483
29,20180515,N1,86,W1,10775.19666,0.788772732,84.99181302,8583.116717,0.600675,51.55663634,2461.1,1.5216,33.35468841,5391.882276,1.3788,74.34327282,0.070597256,0.668427628,0.053197695,0.047254505,0.610102894,0.107645116,-0.378438212,0.725468534,0.172928488,0.486598874,0.104793052,0.687298783,1.013660741,1.264078579,0.021099825,0.034086995,0.063520536,0.047630813,0.103961905,0.281514387,0.347422614,0.399235422,0.4079004,0.394330315,0.183929392
29,20190516,N0,57,W2,8339.67,0.856066217,71.39309747,6070.71745,0.576605,35.00406035,2268.948704,1.60335,36.37918905,3681.261352,1.52,55.95517255,0.053443172,0.573852329,0.06474764,0.0376934,0.572643173,0,-0.202330643,0.628087905,0.103660066,0.485626295,0.060152318,0.685410255,0.021924887,0.736386609,0.02210243,0.044412452,0.082382507,0.084383701,0.141671621,0.292893657,0.330385333,0.360638883,0.35864669,0.341702833,0.237939103
30,20180515,N0,36,W1,10085.44149,0.806817482,81.37110503,8044.6615,0.61781,49.70072321,2040.779987,1.5634,31.90555432,3971.514206,1.439,57.15008942,0.065054638,0.573123546,0.042067758,0.034983877,0.581255056,0.148411239,-0.332314437,0.661323256,0.1388846,0.446754658,0.077379437,0.653299158,0.652655666,1.068321759,0.021177394,0.041039978,0.074838754,0.064703815,0.126431514,0.27757283,0.324132445,0.367109241,0.390515628,0.396060476,0.195705788
30,20190516,N1,99,W2,10387.01,1.131244277,117.5024561,7520.105222,0.945805,71.12553119,2866.901179,1.6186,46.40366249,4627.661406,2.0104,93.0345049,0.063071697,0.672750335,0.082687126,0.052452025,0.623993102,0,-0.251370908,0.728211801,0.122132527,0.576547047,0.084956752,0.777495476,0.024139946,0.632338102,0.022985542,0.025990922,0.055768579,0.051240367,0.102814713,0.277421907,0.328936115,0.354614056,0.347064904,0.338987207,0.207630593
31,20180515,N1,86,W1,10474.3906,0.869099868,91.0329148,8514.590685,0.702475,59.81287092,1959.79991,1.5855,31.07262758,5359.807113,1.5317,82.09616555,0.073211113,0.687949526,0.05596152,0.050434625,0.606527619,0.061549741,-0.397027538,0.739151975,0.184442703,0.487964205,0.113530308,0.691048758,1.18453205,1.351485513,0.02108779,0.032778854,0.061740165,0.043419198,0.099536282,0.283438074,0.356037989,0.411640188,0.415687952,0.393224706,0.179415496
31,20190516,N0,57,W2,5566.25,1.074030754,59.78323683,3827.203275,0.822095,31.46324677,1739.044846,1.6222,28.2107855,3983.919495,1.58,62.94592802,0.053176037,0.591243963,0.066167461,0.03961151,0.597258447,0,-0.193875339,0.647796824,0.104479037,0.517481104,0.064054061,0.712960757,0.021774564,0.760835198,0.022306591,0.039943886,0.07579621,0.076037599,0.130999473,0.287525364,0.326880559,0.354615638,0.353031314,0.340614367,0.238372667
3,20180515,N2,136,W2,13118.84677,1.282888089,168.3001227,9912.019755,1.15715,114.6969366,3206.827018,1.67135,53.59730336,7661.838909,1.5898,121.807915,0.092921521,0.785560723,0.059685508,0.070241494,0.622239153,0,-0.453908377,0.805903171,0.202703717,0.546829029,0.133960448,0.734716901,1.720500491,0.719404057,0.020961126,0.024208395,0.046377229,0.029283728,0.083422904,0.28604997,0.374543347,0.431500021,0.421460188,0.383923212,0.158301501
3,20190516,N2,149,W1,10278.4,1.121769173,115.2999227,7238.4,0.81692,59.13193728,3040,1.8393,55.91472,4152.68276,2.089,86.74954285,0.055918531,0.588733381,0.066164639,0.037717644,0.630250948,1,-0.145532758,0.644041782,0.099571504,0.551265912,0.057456698,0.726564294,0.023676389,0.740360154,0.02231066,0.041297963,0.075432582,0.087432694,0.142471814,0.285297887,0.320080957,0.348395712,0.349597452,0.339940116,0.260769121
32,20180515,N0,36,W1,6945.020456,0.668889258,46.45449577,5443.091387,0.47962,26.10615491,1501.929069,1.3557,20.36165239,3860.258868,1.2798,49.40359299,0.058863356,0.527182057,0.040662991,0.030565657,0.584630564,0.469502625,-0.302051338,0.628086529,0.132809128,0.431857342,0.070646936,0.639359332,0.936976053,1.190034961,0.021248384,0.045864785,0.082724942,0.074637631,0.133994923,0.277223476,0.319371051,0.362136288,0.388940755,0.39731357,0.208486925
32,20190516,N2,149,W2,12983.84,1.43815598,186.7278714,9432.7026,1.33865,126.2708733,3551.1415,1.71015,60.72984637,5013.115061,2.0421,102.3728227,0.065536373,0.691189991,0.086804493,0.055828246,0.633996692,0,-0.26840726,0.743711757,0.129592674,0.586861396,0.091214217,0.792467439,0.026942974,0.307864406,0.023079059,0.02374967,0.053404689,0.046863362,0.098891912,0.279979397,0.336182084,0.363350199,0.355641096,0.341089618,0.205126896
4,20180515,N0,36,W2,9625.912986,0.65827323,63.36480831,7490.731143,0.484695,36.30719932,2135.181842,1.2666,27.04421321,5138.464725,1.2929,66.43521043,0.061697241,0.61846104,0.040997402,0.037030117,0.570176393,0,-0.370413062,0.694617517,0.120311347,0.468715921,0.070360299,0.687281549,0.94250466,1.066849665,0.021038916,0.031837698,0.062139065,0.048771158,0.111609862,0.270758773,0.311743831,0.344819869,0.373913801,0.389546475,0.171781233
4,20190516,N0,57,W1,#N/A,0.886929849,#N/A,7341.78,0.531255,#N/A,2753.48,1.7733,#N/A,3554.159425,1.49,52.95697543,0.051247496,0.508392988,0.056042517,0.028908973,0.589458933,1,-0.109454157,0.568325777,0.083809149,0.488143321,0.041122667,0.678380273,0.021160654,0.983088136,0.021824613,0.05210317,0.093522358,0.107901806,0.16413628,0.287229307,0.311865692,0.33977828,0.338738776,0.33685294,0.271901644
5,20180515,N1,86,W2,12267.78248,0.756401118,92.79364382,9474.466063,0.573235,54.31095554,2793.316417,1.37995,38.54636989,5555.510017,1.4043,78.01602716,0.071959928,0.703461206,0.059126349,0.051162367,0.584197227,0,-0.418240266,0.748567229,0.151805245,0.500169069,0.093880316,0.707002051,1.346026848,0.433670001,0.020998118,0.027176695,0.052753225,0.038548497,0.089137791,0.270163082,0.32614464,0.366867696,0.38598662,0.384911423,0.158331052
5,20190516,N1,99,W1,9953.67,0.952042855,94.76320405,7114.339625,0.624115,44.40166075,2839.3339,1.786075,50.71263295,4155.031455,1.7062,70.89314669,0.060710216,0.611594113,0.072886736,0.0423064,0.598973542,0.394534658,-0.220117889,0.666209823,0.10856089,0.523768359,0.064868357,0.724806852,0.023669144,0.954255737,0.022561808,0.036183605,0.070878413,0.076767554,0.132568103,0.284513093,0.32398539,0.353810018,0.354803199,0.341226442,0.226785191
6,20180515,N0,36,W2,7701.340391,0.697289014,53.70060046,5912.658763,0.49787,29.43735418,1788.681628,1.3544,24.22590397,5046.026477,1.3081,66.00707234,0.067866678,0.63642766,0.051451685,0.042700971,0.568641351,0,-0.385393976,0.70578352,0.111215936,0.481324808,0.06545655,0.693924316,0.951459842,0.295147055,0.02101579,0.029154326,0.056495435,0.04462645,0.096267545,0.26197996,0.298678745,0.327544471,0.363701136,0.384415378,0.161349705
